name,description,image_url,category
Assholes Finish First,Tucker Max,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
美少女戦士セーラームーン,"Naoko Takeuchi, 武内 直子",https://images.gr-assets.com/books/1308886282m/1429082.jpg,book
Kiss an Angel ,Susan Elizabeth Phillips,https://images.gr-assets.com/books/1309115033m/73086.jpg,book
The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,Dan Ariely,https://images.gr-assets.com/books/1268511997m/7815744.jpg,book
The Partly Cloudy Patriot,"Sarah Vowell, Katherine Streeter",https://images.gr-assets.com/books/1430720573m/12358.jpg,book
My Father's Dragon (My Father's Dragon Trilogy),Ruth Stiles Gannett,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Natchez Burning,Greg Iles,https://images.gr-assets.com/books/1383438264m/18505832.jpg,book
Pulp,Charles Bukowski,https://images.gr-assets.com/books/1348053445m/141526.jpg,book
Hannibal Rising,Thomas Harris,https://images.gr-assets.com/books/1394208690m/32416.jpg,book
Immortal in Death ,J.D. Robb,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
inf,Sherrilyn Kenyon,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
"Blood Noir (Anita Blake, Vampire Hunter, #16)",Laurell K. Hamilton,https://images.gr-assets.com/books/1310494632m/2149535.jpg,book
Inherent Vice,Thomas Pynchon,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Songs of the Humpback Whale: A Novel in Five Voices,Jodi Picoult,https://images.gr-assets.com/books/1421422550m/10914.jpg,book
The Night Eternal,"Guillermo del Toro, Chuck Hogan",https://images.gr-assets.com/books/1327932900m/6945530.jpg,book
"Bright Lights, Big City",Jay McInerney,https://images.gr-assets.com/books/1399647015m/86147.jpg,book
Whiskey Beach,Nora Roberts,https://images.gr-assets.com/books/1357477045m/16158519.jpg,book
The Guy Not Taken: Stories,Jennifer Weiner,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
"The Walking Dead, Vol. 8: Made To Suffer",Robert Kirkman,https://images.gr-assets.com/books/1266634689m/1894269.jpg,book
Pleasure of a Dark Prince ,Kresley Cole,https://images.gr-assets.com/books/1357612049m/6337006.jpg,book
Danny and the Dinosaur,Syd Hoff,https://images.gr-assets.com/books/1406512465m/858037.jpg,book
Il decamerone,"Giovanni Boccaccio, G.H. McWilliam",https://images.gr-assets.com/books/1472027832m/51799.jpg,book
Twisted,Sara Shepard,https://images.gr-assets.com/books/1316975768m/9893331.jpg,book
The Crossing,Michael Connelly,https://images.gr-assets.com/books/1428347007m/25010281.jpg,book
Dear Life,Alice Munro,https://images.gr-assets.com/books/1333579320m/13530981.jpg,book
Five Little Monkeys Jumping on the Bed (The Five Little Monkeys),Eileen Christelow,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Kushiel's Avatar,Jacqueline Carey,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
El Aleph,"Jorge Luis Borges, Andrew Hurley",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Ruin,Rachel Van Dyken,https://images.gr-assets.com/books/1374686324m/18134249.jpg,book
The Long Goodbye,Raymond Chandler,https://images.gr-assets.com/books/1388225584m/2054.jpg,book
"Farewell, My Lovely",Raymond Chandler,https://images.gr-assets.com/books/1465778099m/2050.jpg,book
The Castle of Llyr,Lloyd Alexander,https://images.gr-assets.com/books/1405714238m/24779.jpg,book
Fade Out,Rachel Caine,https://images.gr-assets.com/books/1327067249m/6289938.jpg,book
The Cat Who Could Read Backwards,Lilian Jackson Braun,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Charade,Nyrae Dawn,https://images.gr-assets.com/books/1357756816m/15993374.jpg,book
The Demigod Diaries,"Rick Riordan, Haley Riordan",https://images.gr-assets.com/books/1328573978m/12959086.jpg,book
If You Stay,Courtney Cole,https://images.gr-assets.com/books/1355661483m/17032328.jpg,book
Neil Patrick Harris: Choose Your Own Autobiography,"Neil Patrick Harris, David Javerbaum, Antony Hare",https://images.gr-assets.com/books/1400599072m/20170296.jpg,book
Death du Jour,Kathy Reichs,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
More Than a Carpenter,Josh McDowell,https://images.gr-assets.com/books/1439771268m/313631.jpg,book
Boneshaker ,Cherie Priest,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Rubyfruit Jungle,Rita Mae Brown,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Fallen in Love,Lauren Kate,https://images.gr-assets.com/books/1362339849m/12588363.jpg,book
Sisters,Raina Telgemeier,https://images.gr-assets.com/books/1411022689m/18225810.jpg,book
The Never War,D.J. MacHale,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Elf Queen of Shannara ,Terry Brooks,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Mattimeo,Brian Jacques,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Nemesis Games,James S.A. Corey,https://images.gr-assets.com/books/1407524221m/22886612.jpg,book
"A Return to Love: Reflections on the Principles of ""A Course in Miracles""",Marianne Williamson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
First Family,David Baldacci,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
True Grit,Charles Portis,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Feel The Fear And Do It Anyway: How to Turn Your Fear and Indecision into Confidence and Action,Susan  Jeffers,https://images.gr-assets.com/books/1363288028m/653396.jpg,book
Mine,Katy Evans,https://images.gr-assets.com/books/1377178049m/17792606.jpg,book
Memoirs of an Imaginary Friend,Matthew Dicks,https://images.gr-assets.com/books/1343851908m/13538552.jpg,book
Haroun and the Sea of Stories,"Salman Rushdie, Paul Birkbeck",https://images.gr-assets.com/books/1419913148m/4835.jpg,book
Poison Princess,Kresley Cole,https://images.gr-assets.com/books/1356422925m/13450339.jpg,book
"Tatiana and Alexander (The Bronze Horseman, #2)",Paullina Simons,https://images.gr-assets.com/books/1390089221m/83143.jpg,book
The Emperor's Blades,Brian Staveley,https://images.gr-assets.com/books/1369246817m/17910124.jpg,book
Brick Lane,Monica Ali,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Half Bad,Sally Green,https://images.gr-assets.com/books/1413889712m/18079804.jpg,book
Βίος και πολιτεία του Αλέξη Ζορμπά,"Nikos Kazantzakis, Νίκος Καζαντζάκης",https://images.gr-assets.com/books/1328007439m/53639.jpg,book
Sounder,"William H. Armstrong, James Barkley",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
A Universe from Nothing: Why There Is Something Rather Than Nothing,"Lawrence M. Krauss, Richard Dawkins",https://images.gr-assets.com/books/1365217267m/11337189.jpg,book
Slash,"Slash, Anthony Bozza",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Rebel Belle,Rachel Hawkins,https://images.gr-assets.com/books/1371650817m/8475505.jpg,book
The Mephisto Club,Tess Gerritsen,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Scarlet Thread ,Francine Rivers,https://images.gr-assets.com/books/1406510347m/73297.jpg,book
It's a Magical World: A Calvin and Hobbes Collection,Bill Watterson,https://images.gr-assets.com/books/1437420710m/24814.jpg,book
L'être et le néant,"Jean-Paul Sartre, Hazel E. Barnes, Mary Warnock, Richard Eyre",https://images.gr-assets.com/books/1329978583m/10033.jpg,book
Miecz przeznaczenia,Andrzej Sapkowski,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Silent Spring,"Rachel Carson, Linda Lear, Edward O. Wilson",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Legion,Brandon Sanderson,https://images.gr-assets.com/books/1338512017m/13452375.jpg,book
Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny,Holly Madison,https://images.gr-assets.com/books/1427158803m/23215469.jpg,book
Kill Alex Cross,James Patterson,https://images.gr-assets.com/books/1338802382m/10343389.jpg,book
The Pearl that Broke Its Shell,Nadia Hashimi,https://images.gr-assets.com/books/1384543130m/18505784.jpg,book
Behemoth,"Scott Westerfeld, Keith Thompson",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Sociopath Next Door,Martha Stout,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
"Y: The Last Man, Vol. 8: Kimono Dragons","Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Tea Rose,Jennifer Donnelly,https://images.gr-assets.com/books/1327888567m/261331.jpg,book
Moon Over Soho,Ben Aaronovitch,https://images.gr-assets.com/books/1320411169m/8680418.jpg,book
The Paris Architect,Charles Belfoure,https://images.gr-assets.com/books/1375064865m/17456328.jpg,book
Falling Kingdoms,"Morgan Rhodes, Michelle Rowen",https://images.gr-assets.com/books/1337026387m/12954620.jpg,book
Ask and It Is Given: Learning to Manifest Your Desires,"Esther Hicks, Jerry Hicks, Wayne W. Dyer",https://images.gr-assets.com/books/1390062620m/244383.jpg,book
La isla bajo el mar,"Isabel Allende, Margaret Sayers Peden",https://images.gr-assets.com/books/1501991943m/7005479.jpg,book
"The History of Tom Jones, a Foundling","Henry Fielding, Thomas Keymer, Alice Wakely",https://images.gr-assets.com/books/1444450775m/99329.jpg,book
"Winesburg, Ohio: A Group of Tales of Ohio Small-Town Life",Sherwood Anderson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Beautiful Redemption,Jamie McGuire,https://images.gr-assets.com/books/1418155511m/22717015.jpg,book
C is for Corpse,Sue Grafton,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Y: The Last Man Vol. 5: Ring of Truth,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Five Quarters of the Orange,Joanne Harris,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
2666,Roberto Bolaño,https://images.gr-assets.com/books/1412644327m/63032.jpg,book
Microserfs,Douglas Coupland,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
How to Tell If Your Cat Is Plotting to Kill You,"Matthew Inman, The Oatmeal",https://images.gr-assets.com/books/1461518764m/15799936.jpg,book
Simple Genius,David Baldacci,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Light on Snow,Anita Shreve,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
"Vampire Mountain (Cirque du Freak, #4) ",Darren Shan,https://images.gr-assets.com/books/1255813254m/8960.jpg,book
The Three Stigmata of Palmer Eldritch,Philip K. Dick,https://images.gr-assets.com/books/1338461946m/14185.jpg,book
ふしぎな図書館  Fushigi na toshokan,"Haruki Murakami, Ted Goossen",https://images.gr-assets.com/books/1419549475m/23128304.jpg,book
Deadeye Dick,Kurt Vonnegut Jr.,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
"The Power (The Secret, #2)",Rhonda Byrne,https://images.gr-assets.com/books/1366245447m/8579016.jpg,book
Ancestors of Avalon ,"Diana L. Paxson, Marion Zimmer Bradley",https://images.gr-assets.com/books/1311305924m/181886.jpg,book
Ut og stjæle hester,"Per Petterson, Anne Born",https://images.gr-assets.com/books/1317791439m/398323.jpg,book
"Batman: Knightfall, Part One: Broken Bat","Doug Moench, Chuck Dixon, Jim Aparo, Norm Breyfogle, Graham Nolan, Jim Balent",https://images.gr-assets.com/books/1376156963m/51078.jpg,book
"Saga, Volume Five","Brian K. Vaughan, Fiona Staples",https://images.gr-assets.com/books/1486028990m/25451555.jpg,book
The Lions of Lucerne,Brad Thor,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Four Past Midnight,"Stephen King, Willem Dafoe",https://images.gr-assets.com/books/1429051428m/102733.jpg,book
The Sign of the Beaver,Elizabeth George Speare,https://images.gr-assets.com/books/1362166273m/207569.jpg,book
Ask the dust ,"John Fante, Charles Bukowski",https://images.gr-assets.com/books/1388283697m/46227.jpg,book
All Over But the Shoutin',Rick Bragg,https://images.gr-assets.com/books/1327905477m/470495.jpg,book
The Key to Midnight,"Leigh Nichols, Dean Koontz",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Grimm Tales for Young and Old,"Philip Pullman, Jacob Grimm, Wilhelm Grimm",https://images.gr-assets.com/books/1339554952m/13554713.jpg,book
"Debt of Bones (The Sword of Truth, #0.5)",Terry Goodkind,https://images.gr-assets.com/books/1502300279m/43886.jpg,book
Žert,Milan Kundera,https://images.gr-assets.com/books/1448044837m/26114.jpg,book
The White Princess,Philippa Gregory,https://images.gr-assets.com/books/1479698298m/12326627.jpg,book
Flight of the Intruder,Stephen Coonts,https://images.gr-assets.com/books/1327959569m/377425.jpg,book
Silver on the Tree,Susan Cooper,https://images.gr-assets.com/books/1364805592m/11313.jpg,book
National Velvet,Enid Bagnold,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",Richard Branson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Λυσιστράτη,"Aristophanes, Sarah Ruden",https://images.gr-assets.com/books/1335892524m/1591.jpg,book
The Swan Thieves,Elizabeth Kostova,https://images.gr-assets.com/books/1256542427m/5983057.jpg,book
Iced,Karen Marie Moning,https://images.gr-assets.com/books/1333022535m/12444166.jpg,book
14,Peter Clines,https://images.gr-assets.com/books/1338999953m/15062217.jpg,book
Okay for Now,Gary D. Schmidt,https://images.gr-assets.com/books/1388860777m/9165406.jpg,book
"Assassins : Assignment: Jerusalem, Target: Antichrist","Tim LaHaye, Jerry B. Jenkins",https://images.gr-assets.com/books/1406512196m/85957.jpg,book
Red Country,Joe Abercrombie,https://images.gr-assets.com/books/1333663008m/13521459.jpg,book
The Lords of Discipline,Pat Conroy,https://images.gr-assets.com/books/1320483838m/85443.jpg,book
Eat And Run,"Scott Jurek, Steve Friedman",https://images.gr-assets.com/books/1344746039m/13202092.jpg,book
Broken,Karin Slaughter,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Matchmaker,Elin Hilderbrand,https://images.gr-assets.com/books/1395694896m/18656006.jpg,book
The Mark: The Beast Rules the World,"Tim LaHaye, Jerry B. Jenkins",https://images.gr-assets.com/books/1406510315m/50930.jpg,book
Belong to Me,Marisa de los Santos,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
L.A. Confidential,James Ellroy,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Beautiful Mystery,Louise Penny,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Diamond Throne,David Eddings,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
"Those Left Behind (Serenity, #1)","Joss Whedon, Brett Matthews, Will Conrad",https://images.gr-assets.com/books/1403203994m/133765.jpg,book
Terms of Endearment,Larry McMurtry,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Kiss of the Night,Sherrilyn Kenyon,https://images.gr-assets.com/books/1348682795m/84142.jpg,book
The Wedding Girl,Madeleine Wickham,https://images.gr-assets.com/books/1320539465m/474634.jpg,book
Entice,Carrie Jones,https://images.gr-assets.com/books/1305547585m/8069535.jpg,book
"From Russia, with Love",Ian Fleming,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Tortilla Curtain,T.C. Boyle,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Darkest Mercy,Melissa Marr,https://images.gr-assets.com/books/1278717537m/6368611.jpg,book
Modern Lovers,Emma Straub,https://images.gr-assets.com/books/1458657735m/27209486.jpg,book
"Checkmate (A Neighbor from Hell, #3)",R.L. Mathewson,https://images.gr-assets.com/books/1406585363m/13624367.jpg,book
The Amazing Maurice and His Educated Rodents ,Terry Pratchett,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
With The Old Breed: At Peleliu And Okinawa,"Eugene B. Sledge, Paul Fussell",https://images.gr-assets.com/books/1297640051m/771332.jpg,book
The Hundred Dresses,"Eleanor Estes, Louis Slobodkin",https://images.gr-assets.com/books/1476941110m/42369.jpg,book
Lost Lake,Sarah Addison Allen,https://images.gr-assets.com/books/1455574760m/13481275.jpg,book
Hardwired,Meredith Wild,https://images.gr-assets.com/books/1374851880m/18244799.jpg,book
The Last Runaway,Tracy Chevalier,https://images.gr-assets.com/books/1349448072m/15705011.jpg,book
Midnight Tides,Steven Erikson,https://images.gr-assets.com/books/1366996057m/345299.jpg,book
The 100,Kass Morgan,https://images.gr-assets.com/books/1377012321m/17332969.jpg,book
Hades,Alexandra Adornetto,https://images.gr-assets.com/books/1478985289m/9666812.jpg,book
Y: The Last Man Vol. 3: One Small Step,"Brian K. Vaughan, Pia Guerra, José Marzán Jr., Paul Chadwick",https://images.gr-assets.com/books/1306252925m/156530.jpg,book
Bear Snores On,"Karma Wilson, Jane Chapman",https://images.gr-assets.com/books/1344390790m/867248.jpg,book
"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",Lauren Graham,https://images.gr-assets.com/books/1492797634m/30253864.jpg,book
Memoirs of a Teenage Amnesiac,Gabrielle Zevin,https://images.gr-assets.com/books/1317793286m/317282.jpg,book
Salamandastron,"Brian Jacques, Gary Chalk",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Servant of the Bones,Anne Rice,https://images.gr-assets.com/books/1312931293m/43805.jpg,book
Ironside: A Modern Faery's Tale,Holly Black,https://images.gr-assets.com/books/1354844906m/283494.jpg,book
Finnikin of the Rock,Melina Marchetta,https://images.gr-assets.com/books/1346007613m/4932435.jpg,book
The Return of the Native,"Thomas Hardy, Alexander Theroux",https://images.gr-assets.com/books/1403182613m/32650.jpg,book
Micro,"Michael Crichton, Richard   Preston",https://images.gr-assets.com/books/1314593813m/11660590.jpg,book
No Exit and Three Other Plays,"Jean-Paul Sartre, Stuart Gilbert, Lionel Abel",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
"Foundation and Chaos (Second Foundation Trilogy, #2)",Greg Bear,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Cover Her Face,P.D. James,https://images.gr-assets.com/books/1298412294m/3832.jpg,book
Supernaturally,Kiersten White,https://images.gr-assets.com/books/1371926956m/8581936.jpg,book
First King of Shannara,Terry Brooks,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Bury Your Dead,Louise Penny,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Overlook,Michael Connelly,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
أنت لي,منى المرشود,https://images.gr-assets.com/books/1247238391m/6604887.jpg,book
The House of the Seven Gables,"Nathaniel Hawthorne, Robert S. Levine",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Rising storm,Erin Hunter,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Love Warrior,Glennon Doyle Melton,https://images.gr-assets.com/books/1473164102m/31845516.jpg,book
The Brutal Telling,Louise Penny,https://images.gr-assets.com/books/1327952311m/6449551.jpg,book
The Prisoner of Cell 25,Richard Paul Evans,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Souls of Black Folk,"W.E.B. Du Bois, Donald B. Gibson, Monica W. Elbert",https://images.gr-assets.com/books/1309202855m/318742.jpg,book
I Never Promised You a Rose Garden,"Hannah  Green, Joanne Greenberg",https://images.gr-assets.com/books/1309209871m/45220.jpg,book
The Crimson Crown,Cinda Williams Chima,https://images.gr-assets.com/books/1345041697m/8069828.jpg,book
The Castaways,Elin Hilderbrand,https://images.gr-assets.com/books/1289792088m/6080822.jpg,book
L'Amant,"Marguerite Duras, Barbara Bray, Maxine Hong Kingston",https://images.gr-assets.com/books/1423329337m/275.jpg,book
"Eragon & Eldest (Inheritance, #1-2)",Christopher Paolini,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Burn,Maya Banks,https://images.gr-assets.com/books/1359944814m/16033909.jpg,book
The Power and the Glory,"Graham Greene, John Updike",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Paula,Isabel Allende,https://images.gr-assets.com/books/1316284499m/24790.jpg,book
Lila,Marilynne Robinson,https://images.gr-assets.com/books/1393645345m/20575411.jpg,book
Behind the Scenes at the Museum,Kate Atkinson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Sweetbitter,Stephanie Danler,https://images.gr-assets.com/books/1448999786m/26192646.jpg,book
"Romancing Mister Bridgerton (Bridgertons, #4)",Julia Quinn,https://images.gr-assets.com/books/1274211494m/110384.jpg,book
Tangerine,"Edward Bloor, Danny De Vito",https://images.gr-assets.com/books/1328875988m/89755.jpg,book
Hell House,Richard Matheson,https://images.gr-assets.com/books/1384259876m/33547.jpg,book
The Emperor's Children,Claire Messud,https://images.gr-assets.com/books/1320497348m/3648.jpg,book
The Liar,Nora Roberts,https://images.gr-assets.com/books/1415980586m/23281906.jpg,book
The Third Victim,Lisa Gardner,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Wrong Side of Goodbye,Michael Connelly,https://images.gr-assets.com/books/1457022523m/29154543.jpg,book
Hell's Corner ,David Baldacci,https://images.gr-assets.com/books/1330171863m/8045080.jpg,book
"Key of Valor (Key Trilogy, #3)",Nora Roberts,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Barbarians at the Gate: The Fall of RJR Nabisco,"Bryan Burrough, John Helyar",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Ancillary Sword,Ann Leckie,https://images.gr-assets.com/books/1413464739m/20706284.jpg,book
Franz Kafka's The Castle,"David Fishelson, Aaron Leichter, Max Brod, Franz Kafka",https://images.gr-assets.com/books/1327873352m/17689.jpg,book
Time's Twisted Arrow ,Rysa Walker,https://images.gr-assets.com/books/1371864811m/18108877.jpg,book
The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making,"Catherynne M. Valente, Ana Juan",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
NYPD Red,"James Patterson, Marshall Karp",https://images.gr-assets.com/books/1379898888m/14781501.jpg,book
The Book of the Dead,"Douglas Preston, Lincoln Child",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Er ist wieder da,Timur Vermes,https://images.gr-assets.com/books/1338925378m/14897790.jpg,book
The Expats,Chris Pavone,https://images.gr-assets.com/books/1325641431m/12617758.jpg,book
Bare Bones,Kathy Reichs,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Beautiful Day,Elin Hilderbrand,https://images.gr-assets.com/books/1352225899m/16131025.jpg,book
The Indwelling: The Beast Takes Possession,"Tim LaHaye, Jerry B. Jenkins",https://images.gr-assets.com/books/1406508233m/85958.jpg,book
Dexter in the Dark,Jeff Lindsay,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Das Glasperlenspiel,"Hermann Hesse, Richard Winston, Clara Winston, Theodore Ziolkowski",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Yellow Birds,Kevin Powers,https://images.gr-assets.com/books/1346188518m/13366259.jpg,book
Just One Look,Harlan Coben,https://images.gr-assets.com/books/1309286625m/85418.jpg,book
The Proposal,Katie Ashley,https://images.gr-assets.com/books/1358298141m/16117804.jpg,book
My Family and Other Animals,"Gerald Durrell, Helma Lapiņa",https://images.gr-assets.com/books/1327885239m/48132.jpg,book
Back Roads,Tawni O'Dell,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Cathedral,Raymond Carver,https://images.gr-assets.com/books/1421615759m/11449.jpg,book
Fantastic Beasts and Where to Find Them: The Original Screenplay,J.K. Rowling,https://images.gr-assets.com/books/1476913365m/30065028.jpg,book
Different Seasons,"Stephen King, Robin A.H. Waterfield",https://images.gr-assets.com/books/1328182521m/11574.jpg,book
A Million Miles in a Thousand Years: What I Learned While Editing My Life,Donald Miller,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Eona: The Last Dragoneye,Alison Goodman,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Eight Cousins,Louisa May Alcott,https://images.gr-assets.com/books/1328864060m/14570.jpg,book
Chicken Soup with Rice: A Book of Months,Maurice Sendak,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
R is for Ricochet,Sue Grafton,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Prince of Wolves ,Quinn Loftis,https://images.gr-assets.com/books/1327878769m/11947156.jpg,book
Diary of a Worm,"Doreen Cronin, Harry Bliss",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Grey King,Susan Cooper,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Hunted,Kevin Hearne,https://images.gr-assets.com/books/1358135117m/16071748.jpg,book
Devoured,Emily Snow,https://images.gr-assets.com/books/1347063810m/15981894.jpg,book
The Book of Strange New Things,Michel Faber,https://images.gr-assets.com/books/1394824754m/20697435.jpg,book
